tileSetPath:pics/tileset.png
tileSetPath2:pics/tileset2a.png
tileSetTileSize:[16, 16]
cellSize:[64, 64]
overlap:[0, 0]
extent:[40, 25]
--
. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
. . . . . . . . . . . 0 1 1 1 1 1 1 1 2 . . . . . 49 50 . . . . . . . . . . . . .
. . . . . . . . . . . 8 39 39 39 39 39 39 39 10 . . . . . 57 58 49 50 . . . . . . . . . . .
. . . . . . . . . . . 8 39 39 39 39 39 39 39 10 . . . . . . . 57 58 49 50 . . . . . . . . .
. . . . . . . . . . . 16 17 17 17 27 39 39 39 10 . . . . . . . . . 57 58 . . . . . . . . .
. . . . . . . . . . . . . . 13 11 27 39 39 10 . . . . . . . . . . . . . . . . . . . .
. . . . . . . . . . . . . . . 13 11 17 17 18 . . . . . . . . . . . . . . . . . . . .
. . 24 25 25 25 25 25 26 . . . 32 32 32 . . . . . . . . . . . . . . . . . . . . . . . . .
. . . . . . . . . . . . 32 32 32 32 32 32 . . . . . . . . . . . . . . . . . . . . . .
. . . . . . . . . . . . 32 32 32 32 32 32 32 32 . . . . . . . . . . . . . . . . . . . .
. . . . . . . . . . . . . . . 32 32 32 32 32 32 32 . . . . . . . . . . . . . . . . . .
. . . . . . . 49 50 . . . . . . . . 32 32 32 32 32 . . . . . . . . . . . . . . . . . .
. . . . . . . 57 58 . . . . . . . . 8 9 32 32 32 . . . . . . . . . . . . . . . . . .
. . . . . . . . 49 50 . . . . . . . 8 39 39 39 10 . . . . . . . . . . . . . . . . . .
. . . . . . . . 57 58 . . . . . . . 8 39 39 39 10 . . . . . . . . . . . . . . . . . .
. . . . . . . . . . 49 50 . . . . . 8 39 39 39 10 . . . . . . . . . . . . . . . . . .
. . . . . . . . . . 57 58 . . . . . 16 17 17 17 18 . . . . . . . . . . . . . . . . . .
. . . . . . . . . . . 49 50 . . . . . . . . . . . . . . . . . . . . . . . . . . .
. . . . . 0 1 1 1 2 . 57 58 . . . . . . . . . . . . . . . . . . . . . . . . . . .
. . . . . 8 37 9 38 10 . . . . . . . . . . . . 49 50 . . . . . . . . . . . . . . . .
. . . . . 11 27 9 9 10 . . . . . . . . . . . . 57 58 . . 49 50 49 50 . . . . . . . . . .
. . . . . 13 11 17 17 18 . . . . . . . . . . . . . . . . 57 58 57 58 . . . . . . . . . .
. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
--
12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
12 12 12 12 12 8 8 8 8 8 12 12 12 12 12 12 12 12 12 12 12 8 8 8 8 8 12 12 12 12 12 12 12 12 12 12 12 12 12 12
12 12 12 8 8 8 8 8 8 8 8 8 . . . . . . . 8 8 8 8 8 8 8 8 8 8 12 12 12 12 12 12 12 12 12 12 12
